cell_id,tel_traffic,traffic,user_num,date
1090,316.7514,5564.5897,609,2019-08-20 23:56:36
1762,803.3709,5897.9189,161,2019-08-21 04:08:01
1706,962.0293,2912.8862,551,2019-08-20 13:19:04
1214,358.1584,5632.4142,318,2019-08-21 03:58:44
1593,619.0519,4124.4621,839,2019-08-20 20:51:02
1818,107.7004,8631.309,632,2019-08-20 22:25:34
1543,809.821,6009.3758,558,2019-08-22 04:39:16
1734,296.8941,7349.5359,345,2019-08-21 03:40:14
1256,160.7428,9732.9022,604,2019-08-21 13:52:28
1108,67.0677,3327.591,212,2019-08-21 16:04:10
1942,398.1394,2327.0415,747,2019-08-20 21:26:52
1957,736.3798,9776.3595,379,2019-08-21 17:00:18
1317,778.6428,6444.4326,660,2019-08-22 00:37:54
1311,274.8825,4674.2697,851,2019-08-21 20:29:44
1893,17.7865,7021.2416,41,2019-08-20 22:42:24
1493,460.9448,6198.7836,678,2019-08-21 03:03:41
1516,199.319,4455.8232,41,2019-08-21 12:24:34
1705,422.3996,6353.7994,346,2019-08-22 00:38:46
1184,247.5345,6561.3342,7,2019-08-20 11:00:00
1039,352.1077,2494.5796,667,2019-08-22 01:23:15
1575,778.9944,6174.9981,561,2019-08-21 02:46:05
1772,671.9212,8704.7083,591,2019-08-21 03:17:40
1307,107.4812,4036.8981,18,2019-08-20 11:52:10
1743,663.0734,2580.9787,529,2019-08-21 04:32:39
1488,849.3947,8157.5404,215,2019-08-20 08:59:46
1724,16.2674,2125.1843,196,2019-08-21 18:16:20
1901,723.5899,2624.5348,442,2019-08-21 00:05:13
1559,667.3233,1076.1396,151,2019-08-22 01:14:20
1340,147.4751,9787.5028,148,2019-08-20 16:26:12
1437,846.9891,1084.3121,862,2019-08-20 15:49:39
1023,427.0404,1980.8111,684,2019-08-22 04:15:10
1431,882.118,9663.9051,898,2019-08-21 20:00:23
1775,188.3938,4251.1054,917,2019-08-20 11:35:26
1518,233.972,1615.9936,932,2019-08-21 06:47:04
1429,501.4018,7211.4981,909,2019-08-20 14:31:41
1903,160.0869,2162.168,585,2019-08-21 06:09:39
1488,561.3653,1502.5668,664,2019-08-21 23:25:33
1293,204.832,9580.6323,123,2019-08-22 03:24:47
1276,439.2203,2540.2465,923,2019-08-21 21:36:22
1186,651.313,1485.8772,766,2019-08-22 02:48:46
1184,701.4994,4507.7816,962,2019-08-21 09:42:02
1302,525.4958,4798.1002,446,2019-08-20 12:36:51
1953,19.9706,7012.436,498,2019-08-21 09:53:17
1526,255.0124,7200.8606,195,2019-08-20 08:17:25
1724,463.5186,9926.623,885,2019-08-21 04:32:35
1504,347.0522,2078.7136,447,2019-08-20 22:12:00
1823,316.0006,4289.0284,629,2019-08-21 01:13:58
1985,402.3071,7288.1846,442,2019-08-22 02:34:19
1030,914.1325,7100.274,29,2019-08-21 22:38:12
1484,16.7844,7290.1421,843,2019-08-20 09:03:41
1413,974.8484,9910.9208,929,2019-08-20 16:56:49
1178,718.8877,2051.814,952,2019-08-22 05:54:14
1972,738.0163,6963.4672,820,2019-08-21 19:54:52
1416,746.3847,2044.9727,475,2019-08-20 20:34:17
1083,205.0816,7661.8001,667,2019-08-21 21:58:29
1945,440.0405,2786.7203,4,2019-08-21 09:13:40
1549,125.6154,1543.4708,2,2019-08-20 19:14:16
1312,366.7995,8397.7362,492,2019-08-22 01:05:14
1954,803.9476,3300.6216,466,2019-08-21 06:24:27
1815,378.3191,3922.6571,839,2019-08-21 06:44:28
1525,882.0934,5111.79,659,2019-08-21 16:42:36
1688,955.5664,6155.3377,564,2019-08-21 04:47:08
1732,904.9585,2783.8435,321,2019-08-20 08:20:34
2000,379.7006,9154.9999,171,2019-08-21 22:29:35
1604,80.0016,2615.0326,57,2019-08-20 17:17:40
1004,61.6755,8534.0476,444,2019-08-21 12:24:49
1214,208.6339,9733.9581,709,2019-08-20 06:30:13
1277,134.2915,9206.0884,742,2019-08-21 01:36:54
1987,906.4624,9388.2548,940,2019-08-20 21:19:44
1308,175.4411,6654.5132,735,2019-08-21 17:34:06
1454,917.4134,9411.7719,379,2019-08-20 16:09:26
1284,189.398,9734.6988,595,2019-08-21 23:22:02
1252,818.3889,8624.3542,516,2019-08-21 16:23:07
1835,550.8468,3949.1742,671,2019-08-21 11:22:25
1424,622.9458,5338.3981,374,2019-08-20 11:40:18
1787,832.0019,6123.3332,319,2019-08-20 13:19:25
1172,102.8481,6834.2705,557,2019-08-20 12:29:14
1017,239.8607,4858.6922,584,2019-08-21 01:12:56
1834,25.3348,7284.5396,502,2019-08-21 08:36:12
1896,429.1476,9976.2786,562,2019-08-21 14:55:55
1689,1.7527,3251.8906,375,2019-08-22 01:09:43
1490,321.7166,5354.7694,435,2019-08-21 01:40:29
1735,911.506,3557.378,756,2019-08-20 16:48:09
1867,604.1595,7076.2371,858,2019-08-20 22:31:25
1443,113.6908,7576.2373,156,2019-08-20 22:43:40
1875,728.7819,3937.7908,585,2019-08-21 12:22:09
1247,860.4251,2752.8779,645,2019-08-21 23:54:26
1123,630.5404,9425.2693,836,2019-08-21 04:04:07
1562,92.1393,6431.0891,506,2019-08-20 14:18:18
1733,320.8296,9253.253,2,2019-08-21 15:48:14
1487,576.4261,3521.365,895,2019-08-20 20:24:14
1812,852.5391,9862.4019,314,2019-08-21 15:06:35
1148,311.4268,5963.4908,985,2019-08-20 15:46:57
1862,449.2402,3806.3463,875,2019-08-21 20:49:45
1634,302.891,3804.3191,349,2019-08-20 22:01:12
1376,41.6009,4455.74,542,2019-08-20 21:31:44
1925,911.7682,8486.9305,919,2019-08-20 15:21:47
1792,838.6493,7872.801,75,2019-08-21 07:12:13
1714,416.3874,1506.2956,348,2019-08-21 01:08:53
1901,597.4549,8903.0336,633,2019-08-22 04:50:09
1812,664.7133,4389.7093,102,2019-08-21 04:05:10
1775,374.3099,4175.3612,867,2019-08-21 22:40:31
1270,706.8514,3118.8105,491,2019-08-22 01:31:12
1426,777.3938,7899.6447,213,2019-08-22 02:49:27
1621,158.6849,1688.6577,461,2019-08-22 03:52:22
1518,862.0279,7514.6156,169,2019-08-20 06:55:12
1639,639.1388,4073.5042,215,2019-08-21 07:25:32
1824,716.0783,9758.3235,866,2019-08-21 01:03:34
1219,640.2547,1542.7177,575,2019-08-20 21:19:25
1893,687.0337,5942.4778,667,2019-08-21 23:56:15
1044,395.6348,4211.7533,447,2019-08-20 20:06:17
1094,706.7197,6471.4264,559,2019-08-21 10:16:09
1357,78.4458,6845.7794,795,2019-08-21 03:37:27
1050,84.7687,6692.702,99,2019-08-21 16:20:35
1741,342.8276,7564.4942,170,2019-08-21 03:35:44
1858,977.1895,6943.3763,605,2019-08-21 07:53:38
1233,640.1329,1417.3707,144,2019-08-20 21:11:09
1056,724.8159,6927.0682,518,2019-08-21 19:57:40
1014,303.024,4156.5213,472,2019-08-20 12:22:47
1228,502.9435,8887.8094,4,2019-08-20 21:23:33
1431,553.2276,1838.4851,344,2019-08-21 09:02:28
1364,817.1069,1101.2729,614,2019-08-21 16:32:08
1443,212.5218,3452.4867,29,2019-08-21 08:51:04
1372,757.2651,5879.1577,183,2019-08-22 03:35:01
1403,841.8954,9246.0398,754,2019-08-20 22:41:45
1665,285.4221,3074.1368,497,2019-08-20 16:58:48
1509,948.6684,4486.7356,947,2019-08-20 16:50:33
1708,529.6554,4413.881,933,2019-08-22 04:48:27
1882,101.892,7486.3572,4,2019-08-20 11:53:41
1171,209.147,9654.7156,314,2019-08-21 23:46:11
1056,433.9054,1182.8051,45,2019-08-21 15:37:55
1887,592.3252,7730.5199,243,2019-08-22 01:19:31
1668,893.976,9179.2053,361,2019-08-20 07:17:35
1244,333.5661,1380.169,925,2019-08-21 17:17:16
1236,469.1843,3391.4517,136,2019-08-20 14:12:56
1711,570.7998,2960.2282,777,2019-08-20 06:27:43
1798,888.1916,6094.8882,731,2019-08-21 15:13:53
1465,992.3994,6223.8121,902,2019-08-20 20:05:41
1232,533.5166,4124.2057,269,2019-08-20 20:08:41
1483,740.9886,5433.809,837,2019-08-20 17:41:37
1698,512.4536,3464.3611,723,2019-08-21 04:26:43
1244,817.303,5715.7149,534,2019-08-21 23:07:51
1061,148.6796,9408.7099,960,2019-08-21 03:56:17
1055,522.5864,7605.6075,589,2019-08-20 21:09:35
1105,804.0725,5581.6282,705,2019-08-20 18:45:48
1009,973.6278,5950.9006,727,2019-08-21 06:06:18
1771,34.5906,6609.2067,595,2019-08-21 05:26:20
1817,457.1141,6662.3313,867,2019-08-20 15:33:10
1391,136.2483,9803.2307,218,2019-08-21 16:32:23
1936,741.4085,3614.8526,242,2019-08-21 19:02:09
1046,852.9591,4731.125,159,2019-08-21 12:04:33
1588,420.0493,9931.7742,143,2019-08-21 22:39:28
1097,410.0287,5582.3396,979,2019-08-20 23:10:25
1380,162.3625,7759.0314,687,2019-08-20 17:10:32
1052,192.0082,7884.0212,548,2019-08-20 11:13:06
1037,5.6482,3906.4028,587,2019-08-20 13:01:31
1544,878.4722,4724.4134,530,2019-08-22 04:36:59
1341,873.4241,2862.9881,494,2019-08-20 13:28:00
1847,649.1689,4134.7594,872,2019-08-22 03:51:34
1857,409.3402,1341.7433,146,2019-08-21 01:56:06
1158,143.8547,5433.4123,970,2019-08-21 03:53:13
1231,730.7167,4422.9765,995,2019-08-21 01:33:24
1234,697.0021,2748.0976,228,2019-08-21 23:55:00
1699,43.5359,8168.4523,407,2019-08-22 01:49:28
1566,241.7166,1355.6386,91,2019-08-21 23:43:55
1485,730.3856,9380.372,973,2019-08-21 05:59:48
1730,470.3362,6255.4023,58,2019-08-21 16:32:45
1209,167.1135,4049.0962,772,2019-08-21 01:18:47
1600,687.6668,7524.586,737,2019-08-20 22:51:36
1374,899.5992,7747.0143,352,2019-08-21 17:53:03
1797,515.389,5463.9207,355,2019-08-20 08:52:03
1868,320.3344,5008.2565,201,2019-08-21 21:00:12
1698,259.1107,9428.0516,75,2019-08-21 20:40:58
1232,268.7118,4593.1563,991,2019-08-21 05:17:49
1778,467.0165,2263.06,749,2019-08-20 19:41:52
1279,863.186,8674.7927,678,2019-08-22 05:51:52
1831,437.8596,4874.721,382,2019-08-21 15:23:49
1148,477.2641,6678.627,729,2019-08-22 06:01:22
1723,394.9457,6462.9817,326,2019-08-21 06:49:15
1857,609.8605,4125.5951,878,2019-08-20 22:44:57
1434,479.1985,1531.0901,401,2019-08-21 04:41:29
1534,513.4812,9179.8698,287,2019-08-22 06:03:46
1539,633.646,5397.6206,369,2019-08-22 01:52:55
1667,207.6404,6580.3525,677,2019-08-21 22:11:38
1115,58.1639,6980.3147,376,2019-08-21 15:47:14
1391,176.5938,1140.2955,281,2019-08-20 18:59:38
1169,648.2564,6368.7799,792,2019-08-20 07:33:41
1055,584.655,4161.1251,548,2019-08-21 06:21:30
1384,416.7369,3742.9987,938,2019-08-21 18:24:13
1287,211.5122,7784.879,431,2019-08-21 13:44:21
1715,456.7567,8935.499,445,2019-08-21 15:35:08
1834,98.9723,3701.0088,379,2019-08-20 12:52:30
1317,323.2709,1948.6757,578,2019-08-21 07:44:50
1207,121.3308,6331.934,264,2019-08-21 05:42:43
1715,50.5853,7924.674,446,2019-08-21 15:03:22
1162,472.4782,5894.7926,426,2019-08-20 18:21:01
1665,119.6277,7245.1409,749,2019-08-20 09:38:33
1773,953.1151,1762.1254,536,2019-08-21 07:03:21
1530,237.501,2737.7379,503,2019-08-22 04:33:51
1966,72.373,5603.5784,593,2019-08-21 05:10:55
1226,466.1135,9406.7533,579,2019-08-21 18:45:59
1769,559.9542,3245.0944,202,2019-08-21 01:34:35
1384,134.6218,5655.6524,65,2019-08-21 21:37:17
1687,961.9156,7644.2889,209,2019-08-20 10:00:40
1934,837.1275,2979.9304,79,2019-08-20 20:20:23
1793,768.0714,9839.7268,601,2019-08-20 23:40:18
1805,792.8229,2071.4545,880,2019-08-20 12:58:37
1825,377.4263,6494.7972,708,2019-08-21 06:58:24
1098,56.0248,8588.2606,454,2019-08-22 02:17:37
1572,812.7754,2899.1704,402,2019-08-21 10:04:23
1906,199.3061,5900.1398,337,2019-08-21 16:33:09
1847,265.2215,8409.6713,54,2019-08-21 21:10:28
1320,64.3239,6797.186,982,2019-08-20 14:32:59
1650,419.3761,3116.6114,954,2019-08-21 08:48:51
1153,568.7033,1457.3188,802,2019-08-21 08:51:59
1483,830.5547,7897.7448,959,2019-08-20 17:32:46
1803,900.9056,4100.0803,395,2019-08-21 12:40:50
1117,17.6732,7366.7488,371,2019-08-20 07:22:36
1090,166.1695,3912.4826,440,2019-08-21 04:44:46
1006,691.6619,3863.1032,623,2019-08-21 16:31:43
1767,244.0793,3437.3606,11,2019-08-20 21:06:05
1686,479.3384,1838.0779,260,2019-08-21 18:44:38
1886,521.8381,5835.0557,573,2019-08-20 16:58:18
1315,974.9785,3258.0414,975,2019-08-21 06:02:30
1191,925.1935,8423.721,176,2019-08-21 10:52:12
1464,618.9431,4332.9127,335,2019-08-21 21:02:26
1262,179.3874,2281.1705,703,2019-08-21 03:08:40
1897,156.1684,2075.809,354,2019-08-21 22:59:19
1077,590.9776,3487.7734,343,2019-08-21 20:01:22
1298,218.6451,7380.4955,590,2019-08-21 10:48:30
1681,76.2312,4742.8212,928,2019-08-20 23:12:30
1913,53.0042,3045.955,933,2019-08-21 22:23:31
1002,767.5575,7274.175,903,2019-08-21 09:22:47
1878,62.606,5438.1676,93,2019-08-20 17:43:52
1781,485.4491,7552.4969,453,2019-08-20 13:20:38
1211,214.1697,1473.5528,317,2019-08-21 00:01:51
1273,604.7178,8754.8137,372,2019-08-21 11:51:36
1634,368.6489,6483.112,790,2019-08-21 13:11:31
1430,48.6163,1576.0392,788,2019-08-20 21:47:05
1574,411.5108,2818.5616,918,2019-08-21 03:54:20
1202,611.2335,6078.7397,653,2019-08-21 08:53:56
1395,618.3556,5141.3318,799,2019-08-20 12:00:22
1132,782.3018,3462.1033,527,2019-08-20 21:30:19
1378,202.6201,4460.7002,820,2019-08-21 17:57:45
1151,457.0369,9703.994,811,2019-08-21 22:41:18
1618,935.3632,3710.3014,40,2019-08-21 18:39:01
1923,138.8726,1327.731,27,2019-08-20 16:27:56
1211,985.1479,3454.96,697,2019-08-21 19:41:56
1324,956.7509,1880.7968,814,2019-08-21 03:52:45
1223,396.1314,5054.168,812,2019-08-21 22:45:57
1186,162.5183,8416.1833,268,2019-08-22 04:44:54
1235,309.37,9717.8145,221,2019-08-20 12:05:50
1958,713.1708,2523.9562,114,2019-08-21 22:17:26
1292,874.1763,4980.769,267,2019-08-22 00:03:06
1132,902.8289,4655.7051,135,2019-08-21 01:41:00
1173,514.7275,2120.5024,441,2019-08-21 08:37:43
1308,125.6075,5091.1815,645,2019-08-21 04:45:16
1496,529.5212,5564.7123,653,2019-08-21 14:07:01
1120,362.0763,9632.9047,278,2019-08-21 21:00:05
1147,802.8348,8054.3753,690,2019-08-21 14:38:16
1182,987.2855,4843.1475,156,2019-08-21 10:32:15
1263,860.3321,3934.854,994,2019-08-21 06:10:29
1918,856.3272,2112.2478,709,2019-08-21 06:28:32
1313,38.1466,2433.711,527,2019-08-21 11:51:58
1593,980.9365,9368.7018,865,2019-08-20 07:45:21
1372,561.5083,9042.9806,176,2019-08-20 19:04:08
1959,241.1434,5592.1537,405,2019-08-20 07:35:19
1380,103.4183,4921.9177,298,2019-08-21 17:13:56
1822,801.0962,2838.2466,327,2019-08-20 10:14:44
1867,106.0745,1568.8546,998,2019-08-20 11:36:40
1061,435.5542,6791.0553,653,2019-08-21 16:24:25
1703,434.9097,3676.3335,827,2019-08-20 13:29:07
1760,74.6796,6418.3387,943,2019-08-21 23:08:23
1942,405.765,8385.6693,787,2019-08-20 06:18:04
1281,439.6589,2029.6095,93,2019-08-21 10:13:35
1364,257.1601,7458.8257,888,2019-08-22 05:02:52
1832,999.2633,7634.925,935,2019-08-20 23:23:48
1129,749.6966,3356.9341,736,2019-08-21 16:31:08
1053,984.7289,3621.0639,796,2019-08-21 12:31:07
1651,359.8459,9625.1302,387,2019-08-21 01:44:50
1546,647.1288,3883.9918,124,2019-08-22 05:06:32
1410,341.9653,4649.4052,974,2019-08-22 05:52:35
1586,412.9756,1419.7301,135,2019-08-21 06:20:28
1418,554.356,2903.3723,529,2019-08-21 08:32:43
1313,349.855,7744.0793,216,2019-08-21 07:40:26
1438,0.1317,8656.7211,138,2019-08-20 22:11:14
1044,605.1472,7188.8005,639,2019-08-20 21:52:41
1402,364.9728,5928.5107,180,2019-08-21 15:11:29
1130,566.282,9796.4802,281,2019-08-22 05:57:13
1079,411.6737,2738.8894,876,2019-08-21 00:26:49
1226,425.5125,1018.6131,66,2019-08-22 04:04:56
1961,509.0052,8827.2117,366,2019-08-21 11:03:59
1615,829.3998,4420.047,381,2019-08-21 19:17:41
1551,557.4279,2543.4057,74,2019-08-20 18:17:10
1935,139.2046,2983.5676,599,2019-08-20 15:51:57
1548,530.7382,8972.4508,543,2019-08-21 10:23:27
1139,887.3027,9709.9744,729,2019-08-21 23:47:47
1302,933.4427,4168.2953,268,2019-08-21 08:17:10
1562,15.8392,8258.4984,937,2019-08-21 05:41:51
1000,526.643,4373.7546,403,2019-08-21 13:16:12
1661,822.8829,4594.9992,0,2019-08-20 12:20:58
1066,281.4055,6026.5851,989,2019-08-21 22:27:26
1519,287.8227,5265.544,305,2019-08-20 22:57:52
1474,756.5256,4450.5254,131,2019-08-21 08:59:09
1061,540.64,5989.0718,241,2019-08-22 01:08:01
1151,473.1029,8177.8856,882,2019-08-20 06:33:55
1587,57.8772,1119.1574,438,2019-08-20 22:33:45
1062,244.4976,9068.2304,631,2019-08-22 04:10:36
1735,424.2379,8970.7004,403,2019-08-21 22:33:57
1738,130.2895,7418.7561,917,2019-08-20 21:31:10
1891,605.8098,5735.3049,691,2019-08-20 15:16:24
1146,917.6482,5679.0287,307,2019-08-20 14:04:56
1434,373.4499,5659.6906,120,2019-08-20 10:26:11
1543,423.6806,1810.4015,240,2019-08-21 21:45:08
1796,854.4989,7690.436,676,2019-08-21 22:31:27
1600,596.7588,2489.5779,990,2019-08-21 08:41:03
1466,108.7641,7106.247,177,2019-08-21 13:37:36
1279,565.5516,8784.5985,622,2019-08-20 22:29:41
1818,674.84,5015.4345,516,2019-08-22 05:48:41
1894,528.1518,1418.4998,263,2019-08-20 13:37:46
1448,12.5564,4637.5982,908,2019-08-21 16:46:17
1393,583.9865,7705.3814,209,2019-08-21 02:10:33
1405,752.0831,9655.8548,618,2019-08-20 16:26:30
1059,731.9883,1561.2903,356,2019-08-20 22:11:32
1180,943.3195,1473.2642,750,2019-08-20 07:21:34
1854,457.2761,3177.9687,12,2019-08-20 14:51:15
1265,442.3481,1396.4168,251,2019-08-21 06:58:58
1723,85.7677,5716.2033,877,2019-08-22 03:36:43
1725,474.1788,8419.3735,217,2019-08-20 18:57:20
1375,941.7286,8174.7302,6,2019-08-22 05:04:18
1637,708.494,2345.0723,101,2019-08-22 02:35:56
1776,625.2967,2034.1244,859,2019-08-21 04:34:37
1096,973.509,5442.0238,928,2019-08-21 18:19:00
1002,433.2796,6278.1989,831,2019-08-20 19:53:05
1250,190.6959,7008.2024,896,2019-08-21 00:01:04
1729,73.9839,3735.2098,494,2019-08-21 12:25:43
1578,93.8805,7852.4426,641,2019-08-21 02:47:21
1963,69.8222,7895.5875,955,2019-08-21 12:27:33
1750,559.6429,1450.635,543,2019-08-20 14:15:25
1638,125.2958,9500.2958,198,2019-08-22 03:18:44
1941,537.282,4365.9283,56,2019-08-20 19:17:55
1254,263.9369,7915.1872,511,2019-08-21 23:37:38
1814,737.727,9143.1588,446,2019-08-21 07:39:44
1198,641.3251,9778.4889,689,2019-08-22 00:29:01
1563,921.5267,5662.6379,382,2019-08-20 19:23:35
1004,69.5272,1321.2279,979,2019-08-21 01:51:01
1947,527.1974,1479.0327,520,2019-08-22 03:01:52
1371,418.8632,1935.0096,797,2019-08-21 22:20:43
1373,689.3573,1800.9121,340,2019-08-21 09:29:15
1434,361.8199,2635.3858,975,2019-08-20 19:12:30
1176,219.9104,1450.6633,155,2019-08-20 15:58:09
1660,8.5221,8787.7691,934,2019-08-21 17:16:25
1339,980.5464,9285.0199,573,2019-08-20 14:36:57
1304,236.6837,8028.1721,888,2019-08-22 04:03:17
1223,997.6829,5388.3306,964,2019-08-20 20:46:57
1745,431.485,9353.4305,940,2019-08-21 07:07:51
1737,182.4953,1123.9981,234,2019-08-20 17:12:04
1753,312.1089,7956.7216,423,2019-08-20 20:07:13
1331,468.5373,2347.8103,230,2019-08-22 03:44:38
1593,860.3453,9524.031,504,2019-08-20 15:33:42
1092,133.278,3497.6205,786,2019-08-20 11:11:53
1532,259.5323,8097.8572,83,2019-08-20 10:52:23
1378,447.6128,7345.4055,613,2019-08-20 14:44:31
1224,140.5534,2186.6144,282,2019-08-21 18:35:24
1907,142.3157,1314.0305,227,2019-08-20 23:52:50
1198,263.7956,7113.7081,179,2019-08-20 19:35:25
1907,253.1347,4946.6462,378,2019-08-20 16:14:04
1756,38.5426,9344.9645,69,2019-08-21 18:57:58
1746,218.5122,3639.9719,771,2019-08-20 10:07:02
1928,434.5409,7039.3708,43,2019-08-21 16:18:45
1862,562.6267,2480.5632,175,2019-08-22 00:30:34
1324,469.6071,6504.1463,137,2019-08-21 11:02:46
1994,584.3075,9444.6806,536,2019-08-20 15:16:09
1162,366.1042,4901.4584,799,2019-08-20 08:18:20
1763,735.6586,3528.0113,130,2019-08-21 12:22:17
1060,696.2093,9157.0803,483,2019-08-21 21:56:06
1073,773.4636,6816.4254,625,2019-08-20 23:33:34
1557,779.4283,4386.6639,519,2019-08-20 13:26:40
1319,336.5469,6058.522,322,2019-08-20 12:32:13
1436,108.204,2235.2773,66,2019-08-20 21:38:34
1449,296.0258,3316.5718,353,2019-08-21 13:14:44
1428,707.3597,6699.3431,894,2019-08-21 12:54:01
1887,874.5137,2275.0922,974,2019-08-21 19:24:33
1585,141.8273,7785.7828,754,2019-08-20 07:51:12
1845,361.9622,6807.3891,420,2019-08-21 13:42:56
1057,905.4653,1277.3121,112,2019-08-22 01:42:19
1664,237.1878,2667.7114,187,2019-08-20 14:30:19
1582,315.8833,7972.7423,429,2019-08-22 01:11:39
1752,774.2942,4194.1022,882,2019-08-20 21:18:39
1546,544.4537,6918.2375,442,2019-08-21 17:57:11
1781,36.0966,7800.7768,586,2019-08-21 10:55:15
1494,47.7449,5875.4303,853,2019-08-20 10:58:33
1452,416.01,6475.642,274,2019-08-20 14:46:58
1419,505.8829,5298.2801,403,2019-08-21 13:35:38
1723,658.1937,3788.869,658,2019-08-21 07:15:33
1770,916.7346,6958.2591,430,2019-08-21 15:35:01
1987,801.9063,7447.9159,94,2019-08-20 10:47:17
1539,602.1593,1833.3417,8,2019-08-21 05:13:22
1238,575.606,1255.0898,603,2019-08-20 06:59:22
1370,169.4947,8052.0761,678,2019-08-21 01:39:29
1865,121.0424,7283.3662,783,2019-08-20 06:24:44
1094,395.8265,9101.9707,140,2019-08-21 20:13:30
1551,729.3872,2542.531,229,2019-08-21 15:44:43
1440,100.9866,1504.7189,488,2019-08-22 02:05:03
1796,407.21,7700.2967,761,2019-08-21 00:21:51
1053,63.4627,8759.0568,213,2019-08-21 13:03:11
1545,155.2494,6800.1667,208,2019-08-20 17:59:49
1104,475.9786,3263.3023,417,2019-08-20 06:44:11
